,Title,Package Name,Details Page,CVE,Affected Version
1257,Malicious Package in load-from-cwd-or-npm,load-from-cwd-or-npm,https://github.com//advisories/GHSA-jxf5-7x3j-8j9m,,= 3.0.2
1258,Malicious Package in rate-map,rate-map,https://github.com//advisories/GHSA-x48m-gp6r-gp4v,,= 1.0.3
1259,Malicious Package in cage-js,cage-js,https://github.com//advisories/GHSA-jf8x-wg7f-p3w8,,>= 0.0.0
1260,Malicious Package in fast-requests,fast-requests,https://github.com//advisories/GHSA-wjf2-7f9g-86f5,,>= 0.0.0
1261,Authentication Bypass in otpauth,otpauth,https://github.com//advisories/GHSA-rmmc-8cqj-hfp3,,< 3.2.8
1262,Cross-Site Scripting in console-feed,console-feed,https://github.com//advisories/GHSA-g9wg-wq4f-2x5w,,< 2.8.10
1263,Malicious Package in anarchy,anarchy,https://github.com//advisories/GHSA-jjhg-qw5v-r8xx,,>= 0.0.0
1264,Sandbox Breakout / Arbitrary Code Execution in notevil,notevil,https://github.com//advisories/GHSA-7r5f-7qr4-pf6q,,< 1.3.2
1265,Path Traversal in f-serv,f-serv,https://github.com//advisories/GHSA-vx5w-cxch-wwc9,,>= 0.0.0
1266,Prototype Pollution in mithril,mithril,https://github.com//advisories/GHSA-c3px-v9c7-m734,,"< 1.1.7>= 2.0.0, < 2.0.2"
1267,Denial of Service in grpc-ts-health-check,grpc-ts-health-check,https://github.com//advisories/GHSA-m86m-5m44-pc93,,< 2.0.0
1268,Malicious Package in sailclothjs,sailclothjs,https://github.com//advisories/GHSA-m5pf-5894-jmx7,,= 1.2.6
1269,Malicious Package in cal_rd,cal_rd,https://github.com//advisories/GHSA-226w-6hhj-69hp,,>= 0.0.0
1270,Malicious Package in zemen,zemen,https://github.com//advisories/GHSA-377f-vvrc-9wgg,,= 0.0.5
1271,Malicious Package in uploader-plugin,uploader-plugin,https://github.com//advisories/GHSA-fx6f-fpfv-5hmc,,= 1.0.2
1272,Malicious Package in jquery-airload,jquery-airload,https://github.com//advisories/GHSA-78p3-96hc-3j47,,= 0.2.5
1273,Malicious Package in iie-viz,iie-viz,https://github.com//advisories/GHSA-jf55-rgpx-p6rx,,= 1.0.4
1274,Malicious Package in @fangrong/xoc,@fangrong/xoc,https://github.com//advisories/GHSA-pjxp-f379-6284,,= 1.0.6
1275,Malicious Package in ngx-context-menu,ngx-context-menu,https://github.com//advisories/GHSA-xwg3-gjxh-c8pm,,= 0.0.26
1276,Malicious Package in pyramid-proportion,pyramid-proportion,https://github.com//advisories/GHSA-v6vv-hhqc-6hh2,,= 1.0.5
1277,Malicious Package in pensi-scheduler,pensi-scheduler,https://github.com//advisories/GHSA-j4ch-mw66-xmqv,,= 1.1.3
1278,Malicious Package in slush-fullstack-framework,slush-fullstack-framework,https://github.com//advisories/GHSA-4j54-mmmv-hjpm,,= 0.9.2
1279,Malicious Package in device-mqtt,device-mqtt,https://github.com//advisories/GHSA-563h-697m-j7x5,,= 1.0.11
1280,Malicious Package in bb-builder,bb-builder,https://github.com//advisories/GHSA-vm6v-w6q2-mrrq,,>= 0.0.0
1281,Authorization Bypass in graphql-shield,graphql-shield,https://github.com//advisories/GHSA-hx78-272p-mqqh,,< 6.0.6
1282,Command Injection in marsdb,marsdb,https://github.com//advisories/GHSA-5mrr-rgp6-x4gr,,>= 0.0.0
1283,Malicious Package in axios-http,axios-http,https://github.com//advisories/GHSA-r2rg-683g-ff96,,>= 0.0.0
1284,Malicious Package in axioss,axioss,https://github.com//advisories/GHSA-8w9j-6wg6-qv4f,,>= 0.0.0
1285,Malicious Package in body-parse-xml,body-parse-xml,https://github.com//advisories/GHSA-jcmh-9fvm-j39w,,>= 0.0.0
1286,Malicious Package in file-logging,file-logging,https://github.com//advisories/GHSA-wwwg-6r7f-9c9h,,>= 0.0.0
1287,Malicious Package in js-base64-int,js-base64-int,https://github.com//advisories/GHSA-76qf-6mvw-c5hm,,>= 0.0.0
1288,Malicious Package in import-mysql,import-mysql,https://github.com//advisories/GHSA-whjr-jj69-7prm,,>= 0.0.0
1289,Malicious Package in js-regular,js-regular,https://github.com//advisories/GHSA-qcc9-q247-3m2m,,>= 0.0.0
1290,Malicious Package in k0a_multer,k0a_multer,https://github.com//advisories/GHSA-v95x-h953-x7fg,,>= 0.0.0
1291,Malicious Package in koa-body-parse,koa-body-parse,https://github.com//advisories/GHSA-wqgq-mfvj-6qxp,,>= 0.0.0
1292,Malicious Package in mogobd,mogobd,https://github.com//advisories/GHSA-jchg-g94r-64qg,,>= 0.0.0
1293,Malicious Package in mogodb,mogodb,https://github.com//advisories/GHSA-w3pp-wp5v-fjvp,,>= 0.0.0
1294,Malicious Package in mogodb-core,mogodb-core,https://github.com//advisories/GHSA-g4m3-rpxr-h7vg,,>= 0.0.0
1295,Malicious Package in mogoose,mogoose,https://github.com//advisories/GHSA-5mm9-55c9-p5r7,,>= 0.0.0
1296,Malicious Package in mysql-koa,mysql-koa,https://github.com//advisories/GHSA-x45v-pvpg-hcrh,,>= 0.0.0
1297,Malicious Package in node-ftp,node-ftp,https://github.com//advisories/GHSA-5jgp-pg4f-q8vj,,>= 0.0.0
1298,Malicious Package in node-spdy,node-spdy,https://github.com//advisories/GHSA-wfjh-3hq2-r276,,>= 0.0.0
1299,Malicious Package in serializes,serializes,https://github.com//advisories/GHSA-j899-348x-h3rq,,>= 0.0.0
1300,Malicious Package in serilize,serilize,https://github.com//advisories/GHSA-fw76-p9p2-6pvf,,>= 0.0.0
1301,Malicious Package in sparkies,sparkies,https://github.com//advisories/GHSA-c4fm-46gm-4469,,>= 0.0.0
1302,Denial of Service in sequelize,sequelize,https://github.com//advisories/GHSA-fw4p-36j9-rrj3,,< 4.44.4
1303,Path Traversal in public,public,https://github.com//advisories/GHSA-4vvp-x9h2-x2vf,,>= 0.0.0
1304,Regular Expression Denial of Service in simple-markdown,simple-markdown,https://github.com//advisories/GHSA-4xf9-pgvv-xx67,,< 0.5.2
1305,Unintended Require in larvitbase-www,larvitbase-www,https://github.com//advisories/GHSA-88h9-fc6v-jcw7,,>= 0.0.0
1306,Malicious Package in evil-package,evil-package,https://github.com//advisories/GHSA-p62r-jf56-h429,,>= 0.0.0
1307,Regular Expression Denial of Service in sql-injection,sql-injection,https://github.com//advisories/GHSA-hvxq-j2r4-4jm8,,>= 0.0.0
1308,Denial of Service in @hapi/subtext,@hapi/subtext,https://github.com//advisories/GHSA-4rgj-8mq3-hggj,,< 6.1.2
1309,Denial of Service in @commercial/subtext,@commercial/subtext,https://github.com//advisories/GHSA-fvwr-h9xh-m6wc,,< 5.1.1
1310,Cross-Site Scripting in snekserve,snekserve,https://github.com//advisories/GHSA-hv4w-jhcj-6wfw,,>= 0.0.0
1311,Denial of Service in subtext,subtext,https://github.com//advisories/GHSA-2mvq-xp48-4c77,,>= 0.0.0
1312,Cross-Site Scripting in mavon-editor,mavon-editor,https://github.com//advisories/GHSA-jfcc-rm7f-xgf8,,< 2.8.2
1313,Path Traversal in swagger-injector,swagger-injector,https://github.com//advisories/GHSA-v4x8-gw49-7hv4,,>= 0.0.0
1314,Path Traversal in @wturyn/swagger-injector,@wturyn/swagger-injector,https://github.com//advisories/GHSA-4x7w-frcq-v4m3,,>= 0.0.0
1315,Configuration Override in helmet-csp,helmet-csp,https://github.com//advisories/GHSA-c3m8-x3cg-qm2c,,">= 1.2.2, < 2.9.1"
1316,Malicious Package in discord.js-user,discord.js-user,https://github.com//advisories/GHSA-69r6-7h4f-9p7q,,>= 0.0.0
1317,Denial of Service in apostrophe,apostrophe,https://github.com//advisories/GHSA-pv6r-vchh-cxg9,,< 2.97.1
1318,Sensitive Data Exposure in ibm_db,ibm_db,https://github.com//advisories/GHSA-p77h-hv6g-fmfp,,< 2.6.0
1319,Denial of Service in http-live-simulator,http-live-simulator,https://github.com//advisories/GHSA-xgp2-cc4r-7vf6,,< 1.0.8
1320,Malicious Package in bmap,bmap,https://github.com//advisories/GHSA-p59g-6cqr-m73w,,= 1.0.3
1321,Malicious Package in comander,comander,https://github.com//advisories/GHSA-4xg9-g7qj-jhg4,,>= 0.0.0
1322,Malicious Package in json-serializer,json-serializer,https://github.com//advisories/GHSA-chh2-rvhg-wqwr,,= 2.0.10
1323,Malicious Package in log-symboles,log-symboles,https://github.com//advisories/GHSA-h232-fpqx-mqgr,,>= 0.0.0
1324,Malicious Package in pizza-pasta,pizza-pasta,https://github.com//advisories/GHSA-wxrm-2h86-v95f,,>= 0.0.0
1325,Malicious Package in require-port,require-port,https://github.com//advisories/GHSA-rrvm-gqq8-q2wx,,>= 0.0.0
1326,Malicious Package in yeoman-genrator,yeoman-genrator,https://github.com//advisories/GHSA-f7g4-fm4c-54m9,,>= 0.0.0
1327,Malicious Package in harmlesspackage,harmlesspackage,https://github.com//advisories/GHSA-8hmr-w35f-3qgj,,>= 0.0.0
1328,Malicious Package in ember_cli_babe,ember_cli_babe,https://github.com//advisories/GHSA-vm7j-4rj6-mw2p,,>= 0.0.0
1329,Malicious Package in 8.9.4,8.9.4,https://github.com//advisories/GHSA-725f-3pw7-rq6x,,>= 0.0.0
1330,Denial of Service in mongodb,mongodb,https://github.com//advisories/GHSA-mh5c-679w-hh4r,,< 3.1.13
1331,Malicious Package in uglyfi.js,uglyfi.js,https://github.com//advisories/GHSA-8jf2-cq6v-w234,,>= 0.0.0
1332,Cross-Site Scripting in hexo-admin,hexo-admin,https://github.com//advisories/GHSA-phph-xpj4-wvcv,,>= 0.0.0
1333,Denial of Service in express-fileupload,express-fileupload,https://github.com//advisories/GHSA-q3w9-g74q-vp5f,,< 1.1.6-alpha.6<= 1.1.3-alpha.2<= 1.1.2-alpha.1<= 1.1.1-alpha.3<= 1.0.0-alpha.1
1334,Unauthorized File Access in node-git-server,node-git-server,https://github.com//advisories/GHSA-cv3v-7846-6pxm,,< 0.6.1
1335,Path Traversal in decompress,decompress,https://github.com//advisories/GHSA-qgfr-5hqp-vrw9,CVE-2020-12265,< 4.2.1
1336,Cross-Site Scripting in markdown-to-jsx,markdown-to-jsx,https://github.com//advisories/GHSA-ccrp-c664-8p4j,,< 6.11.4
1337,Sandbox Breakout / Arbitrary Code Execution in safer-eval,safer-eval,https://github.com//advisories/GHSA-876r-hj45-fw7g,,>= 0.0.0
1338,Insecure Cryptography Algorithm in simple-crypto-js,simple-crypto-js,https://github.com//advisories/GHSA-5v7r-jg9r-vq44,,< 2.3.0
1339,Authentication Bypass in saml2-js,saml2-js,https://github.com//advisories/GHSA-mfcp-34xw-p57x,,< 2.0.5
1340,Cross-Site Scripting in dompurify,dompurify,https://github.com//advisories/GHSA-mjjq-c88q-qhr6,,< 2.0.7
1341,Malicious Package in b5ffer-xor,b5ffer-xor,https://github.com//advisories/GHSA-jvfv-jhw9-jmpp,,>= 0.0.0
1342,Malicious Package in beffer-xor,beffer-xor,https://github.com//advisories/GHSA-7cvf-p83w-48q6,,>= 0.0.0
1343,Malicious Package in bqffer-xor,bqffer-xor,https://github.com//advisories/GHSA-pxqp-mv67-g528,,>= 0.0.0
1344,Malicious Package in btffer-xor,btffer-xor,https://github.com//advisories/GHSA-8hrq-9wm7-v3jw,,>= 0.0.0
1345,Malicious Package in bubfer-xor,bubfer-xor,https://github.com//advisories/GHSA-vm67-mh96-95mq,,>= 0.0.0
1346,Malicious Package in bufber-xor,bufber-xor,https://github.com//advisories/GHSA-p9g3-vpvp-hcj5,,>= 0.0.0
1347,Malicious Package in budfer-xor,budfer-xor,https://github.com//advisories/GHSA-6584-gfwm-3vc3,,>= 0.0.0
1348,Malicious Package in buffar-xor,buffar-xor,https://github.com//advisories/GHSA-f64g-whxf-w8f2,,>= 0.0.0
1349,Malicious Package in buffdr-xor,buffdr-xor,https://github.com//advisories/GHSA-8549-p68h-m9mc,,>= 0.0.0
1350,Malicious Package in bufder-xor,bufder-xor,https://github.com//advisories/GHSA-w9q5-mvc6-5cw3,,>= 0.0.0
1351,Malicious Package in buffe2-xor,buffe2-xor,https://github.com//advisories/GHSA-3f97-rj68-2pjf,,>= 0.0.0
1352,Malicious Package in buffeb-xor,buffeb-xor,https://github.com//advisories/GHSA-5ggx-g294-qj3q,,>= 0.0.0
1353,Malicious Package in buffep-xor,buffep-xor,https://github.com//advisories/GHSA-73wv-v82c-xmqv,,>= 0.0.0
1354,Malicious Package in buffer-8or,buffer-8or,https://github.com//advisories/GHSA-4hm7-73ch-vm59,,>= 0.0.0
1355,Malicious Package in buffer-hor,buffer-hor,https://github.com//advisories/GHSA-wh87-3959-vfrq,,>= 0.0.0
1356,Malicious Package in buffer-por,buffer-por,https://github.com//advisories/GHSA-6xg2-cf6h-x4v8,,>= 0.0.0
1357,Malicious Package in buffer-xgr,buffer-xgr,https://github.com//advisories/GHSA-mp55-2274-4pj8,,>= 0.0.0
1358,Malicious Package in buffer-xkr,buffer-xkr,https://github.com//advisories/GHSA-rw53-q8x7-ccx8,,>= 0.0.0
1359,Malicious Package in buffer-xmr,buffer-xmr,https://github.com//advisories/GHSA-5327-gfq5-8f4m,,>= 0.0.0
1360,Malicious Package in buffer-xnr,buffer-xnr,https://github.com//advisories/GHSA-c4hh-fg8x-6h9p,,>= 0.0.0
1361,Malicious Package in buffer-xo2,buffer-xo2,https://github.com//advisories/GHSA-f72h-wf57-7xwh,,>= 0.0.0
1362,Malicious Package in buffer-xob,buffer-xob,https://github.com//advisories/GHSA-gpg2-7r7j-4pm9,,>= 0.0.0
1363,Malicious Package in buffer-xop,buffer-xop,https://github.com//advisories/GHSA-jqjg-v355-hr9q,,>= 0.0.0
1364,Malicious Package in buffer-xos,buffer-xos,https://github.com//advisories/GHSA-h2j3-gg8w-4858,,>= 0.0.0
1365,Malicious Package in buffer-xov,buffer-xov,https://github.com//advisories/GHSA-3h9m-9g3g-5wqx,,>= 0.0.0
1366,Malicious Package in buffer-xoz,buffer-xoz,https://github.com//advisories/GHSA-j6x7-42x2-hpcf,,>= 0.0.0
1367,Malicious Package in buffer-yor,buffer-yor,https://github.com//advisories/GHSA-g2c4-4m64-vxm3,,>= 0.0.0
1368,Malicious Package in buffer-zor,buffer-zor,https://github.com//advisories/GHSA-f294-27fc-wgj7,,>= 0.0.0
1369,Malicious Package in buffermxor,buffermxor,https://github.com//advisories/GHSA-536f-268f-6gxc,,>= 0.0.0
1370,Malicious Package in buffes-xor,buffes-xor,https://github.com//advisories/GHSA-28f4-mjfq-qrvf,,>= 0.0.0
1371,Malicious Package in buffev-xor,buffev-xor,https://github.com//advisories/GHSA-x3w4-mrmv-cw2x,,>= 0.0.0
1372,Malicious Package in buffez-xor,buffez-xor,https://github.com//advisories/GHSA-7frr-c83r-fm22,,>= 0.0.0
1373,Malicious Package in buffgr-xor,buffgr-xor,https://github.com//advisories/GHSA-r9cj-xj33-4q42,,>= 0.0.0
1374,Malicious Package in buffmr-xor,buffmr-xor,https://github.com//advisories/GHSA-wv39-cgmm-cq29,,>= 0.0.0
1375,Malicious Package in buffur-xor,buffur-xor,https://github.com//advisories/GHSA-p7qp-3fh7-pv4p,,>= 0.0.0
1376,Malicious Package in bufger-xor,bufger-xor,https://github.com//advisories/GHSA-2w8q-69fh-9gq6,,>= 0.0.0
1377,Malicious Package in bufver-xor,bufver-xor,https://github.com//advisories/GHSA-cr4x-w2v7-4mmf,,>= 0.0.0
1378,Malicious Package in bufner-xor,bufner-xor,https://github.com//advisories/GHSA-7xf6-cpxm-5mx9,,>= 0.0.0
1379,Malicious Package in bunfer-xor,bunfer-xor,https://github.com//advisories/GHSA-6f93-xj8r-jp82,,>= 0.0.0
1380,Malicious Package in bugfer-xor,bugfer-xor,https://github.com//advisories/GHSA-8g64-9cm2-838j,,>= 0.0.0
1381,Malicious Package in buvfer-xor,buvfer-xor,https://github.com//advisories/GHSA-wjpj-gmc3-5w56,,>= 0.0.0
1382,Malicious Package in bwffer-xor,bwffer-xor,https://github.com//advisories/GHSA-7qg7-6g3g-8vxg,,>= 0.0.0
1383,Malicious Package in cuffer-xor,cuffer-xor,https://github.com//advisories/GHSA-6xm4-p6r2-mwrc,,>= 0.0.0
1384,Malicious Package in fuffer-xor,fuffer-xor,https://github.com//advisories/GHSA-c2g6-57fp-22wp,,>= 0.0.0
1385,Malicious Package in juffer-xor,juffer-xor,https://github.com//advisories/GHSA-gqq4-937c-2282,,>= 0.0.0
1386,Malicious Package in ruffer-xor,ruffer-xor,https://github.com//advisories/GHSA-2mxc-m4c3-wqhq,,>= 0.0.0
1387,Malicious Package in bs-sha3,bs-sha3,https://github.com//advisories/GHSA-88xx-23mf-rcj2,,>= 0.0.0
1388,Malicious Package in hs-sha3,hs-sha3,https://github.com//advisories/GHSA-6mrq-7r7m-hh4p,,>= 0.0.0
1389,Malicious Package in j3-sha3,j3-sha3,https://github.com//advisories/GHSA-p3jx-g34v-q56j,,>= 0.0.0
1390,Malicious Package in jc-sha3,jc-sha3,https://github.com//advisories/GHSA-gfj6-p24g-6hpm,,>= 0.0.0
1391,Malicious Package in jq-sha3,jq-sha3,https://github.com//advisories/GHSA-x8m7-cv39-xmg9,,>= 0.0.0
1392,Malicious Package in jr-sha3,jr-sha3,https://github.com//advisories/GHSA-67mp-pcv9-vvq6,,>= 0.0.0
1393,Malicious Package in js-3ha3,js-3ha3,https://github.com//advisories/GHSA-52c9-458g-whrf,,>= 0.0.0
1394,Malicious Package in js-cha3,js-cha3,https://github.com//advisories/GHSA-7xf9-74cp-8hx3,,>= 0.0.0
1395,Malicious Package in js-qha3,js-qha3,https://github.com//advisories/GHSA-vf5m-q45w-8mh9,,>= 0.0.0
1396,Malicious Package in js-rha3,js-rha3,https://github.com//advisories/GHSA-95cg-3r4g-7w6j,,>= 0.0.0
1397,Malicious Package in js-sha7,js-sha7,https://github.com//advisories/GHSA-hvgc-mggg-pxr2,,>= 0.0.0
1398,Malicious Package in js-shas,js-shas,https://github.com//advisories/GHSA-5wq6-v5cw-jvfr,,>= 0.0.0
1399,Malicious Package in js-shc3,js-shc3,https://github.com//advisories/GHSA-69mf-2cw2-38m8,,>= 0.0.0
1400,Malicious Package in js-she3,js-she3,https://github.com//advisories/GHSA-f8jj-45fj-44r6,,>= 0.0.0
1401,Malicious Package in js-shi3,js-shi3,https://github.com//advisories/GHSA-g37j-v5gh-g25c,,>= 0.0.0
1402,Malicious Package in js-shq3,js-shq3,https://github.com//advisories/GHSA-766v-7gjx-55hf,,>= 0.0.0
1403,Malicious Package in js-sia3,js-sia3,https://github.com//advisories/GHSA-3mhm-jvqj-fvhg,,>= 0.0.0
1404,Malicious Package in js-sja3,js-sja3,https://github.com//advisories/GHSA-6343-m2qr-66gf,,>= 0.0.0
1405,Malicious Package in js-sla3,js-sla3,https://github.com//advisories/GHSA-h6m3-cx24-9626,,>= 0.0.0
1406,Malicious Package in js-sxa3,js-sxa3,https://github.com//advisories/GHSA-jh67-3wqw-cvhr,,>= 0.0.0
1407,Malicious Package in js-wha3,js-wha3,https://github.com//advisories/GHSA-785g-gx74-gr39,,>= 0.0.0
1408,Malicious Package in jsmsha3,jsmsha3,https://github.com//advisories/GHSA-657v-jjf8-83gh,,>= 0.0.0
1409,Malicious Package in jw-sha3,jw-sha3,https://github.com//advisories/GHSA-8g3r-968r-c644,,>= 0.0.0
1410,Malicious Package in ks-sha3,ks-sha3,https://github.com//advisories/GHSA-563h-49v8-g7x4,,>= 0.0.0
1411,Malicious Package in zs-sha3,zs-sha3,https://github.com//advisories/GHSA-7696-qr5q-pg37,,>= 0.0.0
1412,Malicious Package in ns-sha3,ns-sha3,https://github.com//advisories/GHSA-j67m-jg9p-ppg4,,>= 0.0.0
1413,Reverse Tabnabbing in showdown,showdown,https://github.com//advisories/GHSA-h6mq-3cj6-h738,,< 1.9.1
1414,Denial of Service in handlebars,handlebars,https://github.com//advisories/GHSA-f52g-6jhx-586p,,">= 4.0.0, < 4.4.5"
1415,Machine-In-The-Middle in airtable,airtable,https://github.com//advisories/GHSA-jrj9-5qp6-2v8q,,">= 0.1.19, < 0.7.2"
1416,Malicious Package in owl-orchard-apple-sunshine,owl-orchard-apple-sunshine,https://github.com//advisories/GHSA-h24p-2c3m-5qf4,,>= 0.0.0
1417,Malicious Package in sj-tw-test-security,sj-tw-test-security,https://github.com//advisories/GHSA-rcv7-4w2m-gj9v,,>= 0.0.0
1418,Malicious Package in sj-tw-sec,sj-tw-sec,https://github.com//advisories/GHSA-692h-g37c-qv44,,>= 0.0.0
1419,Malicious Package in sj-tw-abc,sj-tw-abc,https://github.com//advisories/GHSA-4hfc-fv33-ph9p,,>= 0.0.0
1420,Malicious Package in arsenic-tabasco-cyborg-peanut-butter,arsenic-tabasco-cyborg-peanut-butter,https://github.com//advisories/GHSA-r742-7j4h-hjr8,,>= 0.0.0
1421,Malicious Package in superhappyfuntime,superhappyfuntime,https://github.com//advisories/GHSA-6qgx-f452-7699,,>= 0.0.0
1422,Arbitrary Code Execution in handlebars,handlebars,https://github.com//advisories/GHSA-2cf5-4w76-r9qv,,"< 3.0.8>= 4.0.0, < 4.5.2"
1423,Malicious Package in sj-labc,sj-labc,https://github.com//advisories/GHSA-4fqg-89cc-5pv5,,>= 0.0.0
1424,Sandbox Breakout / Arbitrary Code Execution in lighter-vm,lighter-vm,https://github.com//advisories/GHSA-c3hq-7mxh-mqxf,,>= 0.0.0
1425,Sandbox Breakout / Arbitrary Code Execution in sandbox,sandbox,https://github.com//advisories/GHSA-gc25-3vc5-2jf9,,>= 0.0.0
1426,Sandbox Breakout / Arbitrary Code Execution in pitboss-ng,pitboss-ng,https://github.com//advisories/GHSA-3gpc-w23c-w59w,,< 2.0.0
1427,Sandbox Breakout / Arbitrary Code Execution in @zhaoyao91/eval-in-vm,@zhaoyao91/eval-in-vm,https://github.com//advisories/GHSA-jp99-5h8w-gmxc,,>= 0.0.0
1428,Sandbox Breakout / Arbitrary Code Execution in veval,veval,https://github.com//advisories/GHSA-54qm-37qr-w5wq,,>= 0.0.0
1429,Malicious Package in malicious-npm-package,malicious-npm-package,https://github.com//advisories/GHSA-49c6-3wr4-8jr4,,>= 0.0.0
